stem_id,example_id,example_form,example_form_comm_untokenised,example_form_comm_tokenised,ex_DE,ex_EN,ex_IDN,example_variant,ex_variant_comm_untokenised,ex_variant_comm_tokenised,ex_variant_DE,ex_variant_EN,ex_variant_IDN,example_dialect_variant,example_etymological_form,example_etymological_language_donor,example_loanword_form,example_loanword_language_donor,example_source_form,example_source_form_homonymID,ex_remark_DE,ex_remark_EN,ex_remark_IDN,ex_crossref_DE,ex_crossref_EN,ex_crossref_IDN,ex_concept,ex_variant_concept,ex_remark_concept,ex_crossref_concept
11_1684915165,11_1684915165_1,kikitahaˀa,kikitaha'a,k i k i t a h a ' a,"mit etwas stecẖen , in etwas stechen , etwas hineinstecken , pflanzen","to stab with something , to pierce into something , to put something in , to plant","menusuk dengan sesuatu , menusuk sesuatu , memasukkan sesuatu ke dalam , menanam",kabaditahaˀa ; kabaritahaˀa,kabaditaha'a ; kabaritaha'a,k a b a d i t a h a ' a # ; # k a b a r i t a h a ' a,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA
11_1684915165,11_1684915165_2,hoo bukitahaˀa,hoo bukitaha'a,h o o # b u k i t a h a ' a,steckte bereits hinein,was already stuck in,sudah terjebak dalam,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684915165,11_1684915165_3,kabukitahaˀa,kabukitaha'a,k a b u k i t a h a ' a,er stach damit,he stabbed with it,dia menusuk dengan itu,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking,NA,NA,NA
11_1684915165,11_1684915165_4,kidikitahaˀa,kidikitaha'a,k i d i k i t a h a ' a,wird gestochen mit etwas,gets stung with something,disengat sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684915165,11_1684915165_5,eakitaha,eakitaha,e a k i t a h a,"Stelle , in die man sticht",Place where you stab,Tempat di mana Anda menusuk,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684915165,11_1684915165_6,ehakitaha,ehakitaha,e h a k i t a h a,Rodeland,"cleared land , clearing",lahan yang dibersihkan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684915165,11_1684915165_7,eikitahaˀa,eikitaha'a,e i k i t a h a ' a,Stechinstrument,piercing instrument,instrumen penindik,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking,NA,NA,NA
11_1684915165,11_1684915165_8,ekitahaˀa upanãnãũ,ekitaha'a upanãnãũ,e k i t a h a ' a # u p a n ã n ã ũ,"(""Stecher des Papiers"" =) , Bleistift , Federhalter","(""engraver of paper"" =) , pencil , pen holder","(""pengukir kertas"" =) , pensil , tempat pena",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684915165,11_1684915165_9,ekitahaha uae,ekitahaha uae,e k i t a h a h a # u a e,Fußabdrücke im Boden,Footprints in the ground,Jejak kaki di tanah,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684915436,11_1684915436_0,kaˀakitahayo,ka'akitahayo,k a ' a k i t a h a y o,hellgelb,light yellow,kuning muda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,colour,NA,NA,NA
11_1684915681,11_1684915681_0,ekitai uˀinãhãpĩ,ekitai u'inãhãpĩ,e k i t a i # u ' i n ã h ã p ĩ,Zuneigung,affection,kasih sayang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,emotion,NA,NA,NA
11_1684987509,11_1684987509_0,kéabaˀa yaˀapaha:uka,keaba'a ya'apaha:uka,k e a b a ' a # y a ' a p a h a:u k a,es dauert nicht lange,it does not take long,tidak butuh waktu lama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vgl kaˀakũkã 'dauerhaft',cf. kaˀakũkã 'permanent',bdk. kaˀakũkã 'permanen',temporal,NA,NA,NA
11_1684988020,11_1684988020_0,hoo pamãhã:ũmã,hoo pamãhã:ũmã,h o o # p a m ã h ã:ũ m ã,es dämmert bereits,it is already dawning,sudah fajar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,NA,NA,NA
11_1684988020,11_1684988020_1,kapahã:ũmãnã,kapahã:ũmãnã,k a p a h ã:ũ m ã n ã,es wird Morgen,it will be morning (it is dawning),hari akan menjadi pagi (fajar menyingsing),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,NA,NA,NA
11_1684988020,11_1684988020_2,pahã:ũhũmãnã,pahã:ũhũmãnã,p a h ã:ũ h ũ m ã n ã,früh morgens,early in the morning,pagi-pagi sekali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,NA,NA,NA
11_1684988020,11_1684988020_3,eamãhã:ũmã,eamãhã:ũmã,e a m ã h ã:ũ m ã,Abenddämmerung,Dusk,senja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,NA,NA,NA
11_1684988372,11_1684988372_0,pahũmãnã-hũmãnã,pahũmãnã-hũmãnã,p a h ũ m ã n ã - h ũ m ã n ã,früh morgens,early in the morning,pagi-pagi sekali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,NA,NA,NA
11_1684988372,11_1684988372_1,pahũmãnã éiˀie,pahũmãnã ei'ie,p a h ũ m ã n ã # e i ' i e,diesen = heute Morgen,this = this morning,ini = pagi ini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 29b,§ 29b,§ 29b,time,NA,NA,NA
11_1684988451,11_1684988451_0,kapãĩ,kapãĩ,k a p ã ĩ,sauer,sour,asam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taste,NA,NA,NA
11_1684988803,11_1684988803_0,kipa:ixo,kipa:ixo,k i p a:i x o,sich an/gegen etwas lehnen,to lean on/against something,bersandar pada/terhadap sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,posture,NA,NA,NA
11_1684989437,11_1684989437_0,kipá:iˀio,kipá:i'io,k i p á:i ' i o,NA,NA,NA,kabupá:iˀio,kabupá:i'io,k a b u p á:i ' i o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684989437,11_1684989437_1,kahabá:iˀio,kahabá:i'io,k a h a b á:i ' i o,"speeren , (den Speer) werfen","to spear , to throw (the spear).","menombak , melempar (tombak).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA
11_1684989437,11_1684989437_2,kapá:iˀio,kapá:i'io,k a p á:i ' i o,(Speer) werfen,to throw (spear),melempar (tombak),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130z18,130z18,130z18,caused motion,NA,NA,NA
11_1684989437,11_1684989437_3,kipapá:iˀio,kipapá:i'io,k i p a p á:i ' i o,werfen,to throw,melempar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caused motion,NA,NA,NA
11_1684989437,11_1684989437_4,hoo pá:iˀio,hoo pá:i'io,h o o # p á:i ' i o,speerte bereits,speared already,sudah ditombak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684989437,11_1684989437_5,eapá:iˀio,eapá:i'io,e a p á:i ' i o,Speer,Spear,tombak,ekaˀaiˀio,eka'ai'io,e k a ' a i ' i o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684989437,11_1684989437_6,edipá:iˀio,edipá:i'io,e d i p á:i ' i o,Gespeertes,(thing) speared (noun),(benda) yang ditombak (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684989437,11_1684989437_7,eahabá:iˀiəa,eahabá:i'iu̇a,e a h a b á:i ' i u̇ a,Speerensort,place of spearing,tempat menombak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684989842,11_1684989842_0,eapaˀioˀó:iya,eapa'io'ó:iya,e a p a ' i o ' ó:i y a,Sippenangehörige der Frau,relative of the woman,kerabat dari wanita tersebut,eˀapaˀá:iˀio[nã]?,e'apa'á:i'io[nã]?,e ' a p a ' á:i ' i o [ n ã ] ?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684989907,11_1684989907_0,eˀa:iyo epaiyã́,e'a:iyo epaiyã́,e ' a:i y o # e p a i y ã ́,Fischart,fish species,spesies ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684990550,11_1684990550_0,kipaka,kipaka,k i p a k a,"schimmeln , verschimmelt","to go mouldy , mouldy","menjadi berjamur , berjamur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H16 kiepaka 'bleek van gelaatskleur' ; s ekerehapaka ukuo,H16 kiepaka 'pale in complexion' ; see ekerehapaka ukuo,H16 kiepaka 'kulitnya pucat' ; lihat ekerehapaka ukuo,NA,NA,NA,NA
11_1684990550,11_1684990550_1,hoo (bu)paka,hoo (bu)paka,h o o # ( b u ) p a k a,bereits verschimmelt,already mouldy,sudah berjamur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684990550,11_1684990550_2,kipakadi,kipakadi,k i p a k a d i,etwas verschimmeln lassen,to let something go mouldy,membiarkan sesuatu menjadi berjamur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684990550,11_1684990550_3,edipakadi,edipakadi,e d i p a k a d i,"das , was man verschimmeln läßt",that which is allowed to go mouldy,apa yang dibiarkan berjamur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684996533,11_1684996533_0,kipakaˀã́:ṹãˀã,kipaka'ã́:ṹã'ã,k i p a k a ' ã ́:ṹ ã ' ã,"wissen , kennen , etwas verstehen","to know , to know , to understand something","mengetahui , mengetahui , memahami sesuatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684996533,11_1684996533_1,edipakaˀã:ũãˀã,edipaka'ã:ũã'ã,e d i p a k a ' ã:ũ ã ' ã,das Gewußte,the known,yang diketahui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684996533,11_1684996533_2,kamãkãˀã́:ṹãˀã,kamãkã'ã́:ṹã'ã,k a m ã k ã ' ã ́:ṹ ã ' ã,"klug , gescheit , wissend","wise , clever , knowing","bijaksana , pandai , mengetahui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684996533,11_1684996533_3,eamãkãˀã́:ṹãˀã,eamãkã'ã́:ṹã'ã,e a m ã k ã ' ã ́:ṹ ã ' ã,Wissen,knowledge,pengetahuan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684996533,11_1684996533_4,eamãkãˀã:ũãˀã:ə̃nã,eamãkã'ã:ũã'ã:u̇̃nã,e a m ã k ã ' ã:ũ ã ' ã:u̇ ̃ n ã,ihr Wissen,their/her knowledge,pengetahuan mereka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112z29,112z29,112z29,NA,NA,NA,NA
11_1684996869,11_1684996869_0,kipakahadee,kipakahadee,k i p a k a h a d e e,"töten , löschen (Feuer)","kill , extinguish (fire)","membunuh , memadamkan (api)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684996869,11_1684996869_1,edipakahadee,edipakahadee,e d i p a k a h a d e e,(noun) Getötete,(thing) killed (noun),(benda) yang terbunuh (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684996869,11_1684996869_2,eapakahadee,eapakahadee,e a p a k a h a d e e,Tötensmittel,means of killing,sarana untuk membunuh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1684996869,11_1684996869_3,eabakahadeea,eabakahadeea,e a b a k a h a d e e a,Tötensort,Kill site,tempat pembunuhan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685070458,11_1685070458_0,ipakaraha,ipakaraha,i p a k a r a h a,im Norden,in the north,di utara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685070924,11_1685070924_0,kipapãkõ ; kipãpãkõ,kipapãkõ ; kipãpãkõ,k i p a p ã k õ # ; # k i p ã p ã k õ,(Gliedmaßen) einschlafen,to fall asleep (limbs),tertidur (anggota badan),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685070924,11_1685070924_1,eapapãkõ,eapapãkõ,e a p a p ã k õ,das Eingeschlafensein,the having falled asleep (noun),yang tertidur (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685071495,11_1685071495_0,eãpãkũ,eãpãkũ,e ã p ã k ũ,"1. Anker ; 2. dünnwadiger Holzzylinder , der an einer Seite geschlossen und mit feinen Löchern durchbohrt war , in die Schmuckfedern (eicíaˀa) gesteckt wurden. In ihn wurde das zusammengebundene Haar der Frauen (auch eicíaˀaˀ) teilweise hineingesteckt",1. anchor ; 2. thin-walled wooden cylinder closed on one side and pierced with fine holes into which ornamental feathers (eicíaˀa) were inserted. The women's tied hair (also eicíaˀaˀ) was partially/sometimes inserted into it.,1. jangkar ; 2. silinder kayu berdinding tipis yang ditutup di satu sisi dan ditusuk dengan lubang-lubang halus di mana bulu-bulu hias (eicíaˀa) dimasukkan ke dalamnya. Rambut wanita yang diikat (juga eicíaˀaˀ) sebagian/kadang-kadang dimasukkan ke dalamnya.,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,"XIIz19f: Als Anker dienten schwere Steine , die an einem Rotantau befestigt waren ; s dazu MOD 153 epácu , 156-160 , fig.16-23 ; Abb Rosenberg 1855:209 und Marschall 1982:30 ; Keuning 177: vrouwenkapjes , kleine houten cylinders waarop een merkwaardig gestyleerd mensenfiguurtje (MOD: Hund!) in hurkende of kruipende houding is uitgebeeld. Het werd tijdens het landbouwritueel bij de vrouwendans op het hoofd gedragen , versierd met opstaande veren. Zulke kapjes kwamen in Indonesie alleen op Enggano voor.","XIIz19f: Heavy stones attached to a rotary rope served as anchors ; see in addition MOD 153 epácu , 156-160 , figure 16-23 ; Figure in Rosenberg 1855:209 and Marschall 1982:30 ; Keuning 177: women's caps , small wooden cylinders depicting a curiously stylised human figure (MOD: dog!) in a crouching or crawling position. It was worn on the head during the agricultural ritual at the women's dance , decorated with raised feathers. Such caps were found in Indonesia only on Enggano.","XIIz19f: Batu-batu berat yang diikatkan pada tali yang berputar berfungsi sebagai jangkar ; lihat juga MOD 153 epácu, 156-160, gambar 16-23 ; Gambar dalam Rosenberg 1855:209 dan Marschall 1982:30 ; Keuning 177: topi wanita, silinder kayu kecil yang menggambarkan sosok manusia bergaya aneh (MOD: anjing!) dalam posisi jongkok atau merangkak. Topi ini dikenakan di kepala selama ritual pertanian pada tarian wanita, dihiasi bulu-bulu yang ditinggikan. Topi semacam itu hanya ditemukan di Indonesia di Enggano.",NA,NA,NA,cultural object ; CHECK THIS
11_1685071495,11_1685071495_1,ˀuapakúaˀa,'uapakúa'a,' u a p a k ú a ' a,tragt solche Holzzylinderǃ,wear such wooden cylindersǃ (pl),memakai silinder kayu seperti ituǃ (bentuk jamak),NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,O!,O!,O!,NA,NA,NA,NA,NA,NA,NA
11_1685071762,11_1685071762_0,kaˀapãkũ,ka'apãkũ,k a ' a p ã k ũ,niesen,to sneeze,bersin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685071762,11_1685071762_1,hoo mãˀãpãkũ,hoo mã'ãpãkũ,h o o # m ã ' ã p ã k ũ,nieste bereits,sneezed already,sudah bersin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685071762,11_1685071762_2,kaˀapãkṹãˀã,ka'apãkṹã'ã,k a ' a p ã k ṹ ã ' ã,"zum Niesen bringen , niesen machen","to make sneeze , to make sneeze","membuat bersin, membuat bersin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685071762,11_1685071762_3,kinãˀãpãkṹãˀã,kinã'ãpãkṹã'ã,k i n ã ' ã p ã k ṹ ã ' ã,zum Niesen veranlaßt,made to sneeze,dibuat bersin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685071762,11_1685071762_4,eaˀapãkũ,ea'apãkũ,e a ' a p ã k ũ,das Niesen,the sneezing,bersin(nya) (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685071762,11_1685071762_5,enãˀãpãkṹãˀã,enã'ãpãkṹã'ã,e n ã ' ã p ã k ṹ ã ' ã,(noun) zum Niesen Gebrachte,(person) made to sneeze (noun),(orang) yang dibuat bersin (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685072259,11_1685072259_0,ipakukuha hii ebaka ukahaˀo,ipakukuha hii ebaka ukaha'o,i p a k u k u h a # h i i # e b a k a # u k a h a ' o,jeden Tag,every day,setiap hari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,NA,NA,NA
11_1685072452,11_1685072452_0,kaˀapakũnũñõ,ka'apakũnũñõ,k a ' a p a k ũ n ũ ñ õ,Mitesser haben,to have eating-companions/to have spots,memiliki bintik-bintik/komedo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685072683,11_1685072683_0,e[ˀ]apãmã,e[']apãmã,e [ ' ] a p ã m ã,"Menge , Anzahl , Vielsein , Vielzahl","Amount , number , multitude , variety","Jumlah, jumlah, banyak, keragaman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,quantity,NA,NA,NA
11_1685072825,11_1685072825_0,éiˀie edopo pamãhã:ũmã,ei'ie edopo pamãhã:ũmã,e i ' i e # e d o p o # p a m ã h ã:ũ m ã,jetzt dämmert es,now it dawns,sekarang fajar menyingsing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time,NA,NA,NA
11_1685073158,11_1685073158_0,epanãˀã:ũã uhopa upãnũ,epanã'ã:ũã uhopa upãnũ,e p a n ã ' ã:ũ ã # u h o p a # u p ã n ũ,Nasenscheidewand,Nasal septum,Septum hidung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685073534,11_1685073534_0,kipanãkõõ,kipanãkõõ,k i p a n ã k õ õ,"übereinstimmen , genügen , reichen , erfüllen","agree , suffice , reach , fulfill","setuju , mencukupi , mencapai , memenuhi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s auch H16 panako , panakona","see also H16 panako , panakona","lihat juga H16 panako , panakona",cognition,NA,NA,NA
11_1685073534,11_1685073534_1,hoo panãkõõ ehapəˀa udopo,hoo panãkõõ ehapu̇'a udopo,h o o # p a n ã k õ õ # e h a p u̇ ' a # u d o p o,die zeit ist gekommen,the time has come,waktunya telah tiba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,time/metaphor?,NA,NA,NA
11_1685073534,11_1685073534_2,epanãkõõ,epanãkõõ,e p a n ã k õ õ,das Genügen,the sufficing,kecukupan,eapanãkõõ,eapanãkõõ,e a p a n ã k õ õ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685073534,11_1685073534_3,epanãkõõ uiji,epanãkõõ uiji,e p a n ã k õ õ # u i j i,"Einigkeit , das Einigsein","agreement , being in agreement","kesepakatan , berada dalam kesepakatan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cognition,NA,NA,NA
11_1685073534,11_1685073534_4,epanãkõõ ukidei,epanãkõõ ukidei,e p a n ã k õ õ # u k i d e i,Einverständnis,Agreement,perjanjian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cognition,NA,NA,NA
11_1685074372,11_1685074372_0,kipanãũ,kipanãũ,k i p a n ã ũ,"sprechen , (be)reden","to speak , to discuss","berbicara, berdiskusi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication verb,NA,NA,NA
11_1685074372,11_1685074372_1,hoo panãũ,hoo panãũ,h o o # p a n ã ũ,sprach bereits,already spoke,sudah berbicara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication verb,NA,NA,NA
11_1685074372,11_1685074372_10,epanãũãˀã́hõ,epanãũã'ã́hõ,e p a n ã ũ ã ' ã ́ h õ,(noun) zu Besprechende,(thing) to be discussed (noun),(benda) yang akan dibahas (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication verb,NA,NA,NA
11_1685074372,11_1685074372_11,epanã́ũã,epanã́ũã,e p a n ã ́ ũ ã,"Ort , wo man spricht",Place where people talk,Tempat di mana orang berbicara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication verb,NA,NA,NA
11_1685074372,11_1685074372_2,kipanãnãũ,kipanãnãũ,k i p a n ã n ã ũ,dauernd reden,to talk constantly,berbicara terus-menerus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,> Wurzel nãũ,> Root nãũ,> Akar nãũ,§ 52c.13,§ 52c.13,§ 52c.13,communication verb,NA,grammar,NA
11_1685074372,11_1685074372_3,kapanãũ ekitai,kapanãũ ekitai,k a p a n ã ũ # e k i t a i,"denken , meinen","to think , mean","berpikir, berarti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cognition; polysemy?,NA,NA,NA
11_1685074372,11_1685074372_4,kipanãũãˀã,kipanãũã'ã,k i p a n ã ũ ã ' ã,über etwas sprechen,speak about something,berbicara tentang sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,communication verb,NA,NA,NA
11_1685074372,11_1685074372_5,kipanãũãˀã:ə̃ã,kipanãũã'ã:u̇̃ã,k i p a n ã ũ ã ' ã:u̇ ̃ ã,beraten werden (Futur),to be advised (future tense),diberitahu/disarankan (bentuk waktu yang akan datang),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87z23,87z23,87z23,NA,NA,NA,NA
11_1685074372,11_1685074372_6,kipaHAnãũãˀã:ə̃ã iˀioo,kipaHAnãũã'ã:u̇̃ã i'ioo,k i p a H A n ã ũ ã ' ã:u̇ ̃ ã # i ' i o o,über etwas sprechen werden,will talk about something,akan berbicara tentang sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90z2,90z2,90z2,communication verb,NA,NA,NA
11_1685074372,11_1685074372_7,epanãnã́ũ,epanãnã́ũ,e p a n ã n ã ́ ũ,"Papier , Buchstabe","paper , letter","kertas , surat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11_1685074372,11_1685074372_8,eapanãũ,eapanãũ,e a p a n ã ũ,"das Sprechen , Rede , Wort","speaking , speech , word","berbicara , ucapan , kata",epanãũ,epanãũ,e p a n ã ũ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s Vz32,see Vz32,lihat Vz32,communication verb; polysemy,NA,NA,NA
11_1685074372,11_1685074372_9,epanãũ ubaha:u,epanãũ ubaha:u,e p a n ã ũ # u b a h a:u,Gedanke,Thought,p(em)ikiran,ukitai,ukitai,u k i t a i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cognition,NA,NA,NA
11_1685074696,11_1685074696_0,panẽẽ i-,panẽẽ i-,p a n ẽ ẽ # i -,nahe bei,close to,dekat dengan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,space,NA,NA,NA
