ID,stem_id,kms_Alphabet,kms_page,kms_entry_no,stem_form,stem_form_comm_untokenised,stem_homonymID,stem_DE,stem_EN,stem_IDN,stem_formVarian,stem_formVarian_untokenised,stem_formVarian_tokenised,stem_variant_DE,stem_variant_EN,stem_variant_IDN,stem_dialectVariant,stem_etymological_form,stem_etym_form_German,stem_etymological_language_donor,stem_source_form,stem_source_form_homonymID,stem_remark_DE,stem_remark_EN,stem_remark_IDN,stem_crossref_DE,stem_crossref_EN,stem_crossref_IDN,stem_form_comm_tokenised,example_id,example_form,example_form_comm_untokenised,example_form_comm_tokenised,ex_DE,ex_EN,ex_IDN,example_variant,ex_variant_comm_untokenised,ex_variant_comm_tokenised,ex_variant_DE,ex_variant_EN,ex_variant_IDN,example_dialect_variant,example_etymological_form,example_etymological_language_donor,example_loanword_form,example_loanword_language_donor,example_source_form,example_source_form_homonymID,ex_remark_DE,ex_remark_EN,ex_remark_IDN,ex_crossref_DE,ex_crossref_EN,ex_crossref_IDN,ex_concept,ex_variant_concept,ex_remark_concept,ex_crossref_concept,stem_loan_form,stem_loan_lang
246,8_1686034330,a,20,5,(ˀara),('ara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,( ' a r a ),8_1686034330_10,kidixoo baˀara,kidixoo ba'ara,k i d i x o o # b a ' a r a,wurde adoptiert,was adopted,sudah diadopsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kinship,NA,NA,NA,NA,NA
246,8_1686034330,a,20,5,(ˀara),('ara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,( ' a r a ),8_1686034330_11,edaˀara,eda'ara,e d a ' a r a,(noun) Adoptierte,the adoptee,orang yang diadopsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kinship,NA,NA,NA,NA,NA
246,8_1686034330,a,20,5,(ˀara),('ara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,( ' a r a ),8_1686034330_12,edaˀara uhuda eˀana epae kude i Búkuˀudu,eda'ara uhuda e'ana epae kude i Búku'udu,e d a ' a r a # u h u d a # e ' a n a # e p a e # k u d e # i # B ú k u ' u d u,das Adoptierte jener Frau ist ein Kind aus Bengkulen,the adoptee of that woman is a child from Bengkulu,anak yang diadopsi wanita itu adalah seorang anak dari Bengkulu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kinship,NA,NA,NA,NA,NA
246,8_1686034330,a,20,5,(ˀara),('ara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,( ' a r a ),8_1686034330_13,kipaˀarahaˀa iˀioo,kipa'araha'a i'ioo,k i p a ' a r a h a ' a # i ' i o o,durch Wechselheiraten verbunden sein mit,to be connected by intermarriage with,dihubungkan melalui perkawinan silang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kinship,NA,NA,NA,NA,NA
246,8_1686034330,a,20,5,(ˀara),('ara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,( ' a r a ),8_1686034330_2,kaˀarahaˀa,ka'araha'a,k a ' a r a h a ' a,jemanden als/zum Kind haben,have someone as/for a child,memiliki seseorang sebagai/untuk anak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kinship,NA,NA,NA,NA,NA
246,8_1686034330,a,20,5,(ˀara),('ara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,( ' a r a ),8_1686034330_3,yaˀaraháˀa emãnĩ,ya'arahá'a emãnĩ,y a ' a r a h á ' a # e m ã n ĩ,er hat einen Sohn,he has a son,ia memiliki seorang putra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kinship,NA,NA,NA,NA,NA
246,8_1686034330,a,20,5,(ˀara),('ara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,( ' a r a ),8_1686034330_4,eaˀara,ea'ara,e a ' a r a,"das Gebären , Kinder Haben","giving birth , having children (noun)","melahirkan , memiliki anak (kata benda)",eaˀaˀara,ea'a'ara,e a ' a ' a r a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,biological_event ; kinship,NA,NA,NA,NA,NA
246,8_1686034330,a,20,5,(ˀara),('ara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,( ' a r a ),8_1686034330_5,abaˀarahaˀa,aba'araha'a,a b a ' a r a h a ' a,wenn sie gebiert,when she gives birth,ketika dia melahirkan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108z29,108z29,108z29,biological_event ; kinship,NA,NA,NA,NA,NA
246,8_1686034330,a,20,5,(ˀara),('ara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,( ' a r a ),8_1686034330_6,dabuara,dabuara,d a b u a r a,ihnen wurde geboren,was born to them,mereka lahir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ohne ˀ ; 133z29,without ˀ ; 133z29,tanpa ˀ ; 133z29,biological_event ; kinship,NA,NA,NA,NA,NA
246,8_1686034330,a,20,5,(ˀara),('ara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,( ' a r a ),8_1686034330_7,kipara,kipara,k i p a r a,eine Familie sein ; eine Hausgemeinschaft bilden,to be a family ; to form a household,berkeluarga ; membentuk rumah tangga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIIIz19,VIIIz19,VIIIz19,kinship,NA,NA,NA,NA,NA
246,8_1686034330,a,20,5,(ˀara),('ara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,( ' a r a ),8_1686034330_8,kaˀara,ka'ara,k a ' a r a,adoptieren,adopt,mengadopsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kinship,NA,NA,NA,NA,NA
246,8_1686034330,a,20,5,(ˀara),('ara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,( ' a r a ),8_1686034330_9,kidaˀara,kida'ara,k i d a ' a r a,wird adoptiert,is adopted,diadopsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kinship,NA,NA,NA,NA,NA
247,8_1686035077,a,20,5,earapikia,earapikia,NA,Beschädigung,Damage,Kerusakan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,piki,1,NA,NA,NA,NA,NA,NA,e a r a p i k i a,8_1686035077_0,earapikia ukitauˀuo,earapikia ukitau'uo,e a r a p i k i a # u k i t a u ' u o,Beschädigen (d.h. Geschlechtsverkehr mit) der Witwe,Damaging (i.e. sexual intercourse with) the widow (noun),Merusak (yaitu berhubungan seksual dengan) janda (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124z16,124z16,124z16,breaking ; CHECK THIS ! ; metaphor ; kinship,NA,NA,NA,NA,NA
248,8_1686035112,a,20,6,Arauadi,Arauadi,NA,Männername,Male name,Nama laki-laki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A r a u a d i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,8_1686035200,a,20,7,areˀe,are'e,NA,komm hierherǃ,Come hereǃ,Kemarilah,aleˀe,ale'e,a l e ' e,NA,NA,NA,aleˀe (DIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a r e ' e,8_1686035200_0,aréˀeaˀa,are'ea'a,a r e ' e a ' a,kommt herǃ,come here! (pl),kemarilah!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,motion,NA,NA,NA,NA,NA
250,8_1686036067,a,20,8,ˀariba,'ariba,NA,fünf,five,lima,ˀadiba,'adiba,' a d i b a,NA,NA,NA,NA,NA,NA,NA,diba,NA,NA,NA,NA,§ 33,§ 33,§ 33,' a r i b a,8_1686036067_0,ˀariba hii ˀadua,'ariba hii 'adua,' a r i b a # h i i # ' a d u a,(5+2=) sieben,(5+2=) seven,(5+2=) tujuh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,number,NA,NA,NA,NA,NA
250,8_1686036067,a,20,8,ˀariba,'ariba,NA,fünf,five,lima,ˀadiba,'adiba,' a d i b a,NA,NA,NA,NA,NA,NA,NA,diba,NA,NA,NA,NA,§ 33,§ 33,§ 33,' a r i b a,8_1686036067_1,ˀaribekaka,'aribekaka,' a r i b e k a k a,(5x20=) hundert,(5x20=) one hundred,(5x20=) seratus,ˀaribetaka,'aribetaka,' a r i b e t a k a,NA,NA,NA,ˀaribetaka (DIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,number,NA,NA,NA,NA,NA
251,8_1686034680,a,21,1,earaˀakoa,eara'akoa,NA,Frambösie (syphilisähnliche tropische Hautkrankheit),Yaws (syphilis-like tropical skin disease),Yaws (penyakit kulit tropis seperti sifilis),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML nambi,ML nambi,ML nambi,"MOD:131 earacóa la lebbra ; H88:292 ""de behandeling van melaatschheid (èarakoa) bestaat slechts hierin, dat de aangetaste deelen mit bira-bladeren omwikkeld en dan gedurende een paar uren boven een zacht onderhouden vuurtje gehouden worden""","MOD:131 earacóa la lebbra ; H88:292 ""the treatment of leprosy (èarakoa) consists only in wrapping the affected parts with bira leaves and then keeping them over a gently maintained fire for a few hours""","MOD:131 earacóa la lebbra ; H88:292 ""pengobatan kusta (èarakoa) hanya terdiri dari membungkus bagian yang terkena dengan daun bira dan kemudian menghangatkannya di atas api yang dijaga dengan seksama selama beberapa jam""",e a r a ' a k o a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,8_1686036182,a,21,9,ariu,ariu,NA,"ihr, euch","you (nom. pl) , you (acc/dat pl)","anda (nominatif, bentuk jamak) , Anda (akusatif/datif, bentuk jamak)",adiu,adiu,a d i u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a r i u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,8_1686036716,a,21,10,ˀaro-,'aro-,NA,zwei (vor Hilfszählwörtern),two (in front of auxiliary counting words),dua (di depan kata bantu bilangan/numeralia),ˀanõ-,'anõ-,' a n õ -,NA,NA,NA,NA,NA,NA,NA,ˀarua,NA,NA,NA,NA,§ 34a,§ 34a,§ 34a,' a r o -,8_1686036716_0,ˀarohaba:uba,'arohaba:uba,' a r o h a b a:u b a,die zwei Dorfgemeinschaften eines Dorfes,the two village communities of a village,dua komunitas desa di sebuah desa,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,kinship ; cultural practice ; CHECK THIS,NA,NA,NA,NA,NA
253,8_1686036716,a,21,10,ˀaro-,'aro-,NA,zwei (vor Hilfszählwörtern),two (in front of auxiliary counting words),dua (di depan kata bantu bilangan/numeralia),ˀanõ-,'anõ-,' a n õ -,NA,NA,NA,NA,NA,NA,NA,ˀarua,NA,NA,NA,NA,§ 34a,§ 34a,§ 34a,' a r o -,8_1686036716_1,earopada,earopada,e a r o p a d a,die durch Wechselheiraten Verbundenen,those connected by intermarriage,mereka yang terhubung melalui perkawinan campur,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,"125z5 , 137z6: 'ohne ˀ'","125z5 , 137z6: without ˀ","125z5 , 137z6: tanpa ˀ",kinship,NA,NA,NA,NA,NA
253,8_1686036716,a,21,10,ˀaro-,'aro-,NA,zwei (vor Hilfszählwörtern),two (in front of auxiliary counting words),dua (di depan kata bantu bilangan/numeralia),ˀanõ-,'anõ-,' a n õ -,NA,NA,NA,NA,NA,NA,NA,ˀarua,NA,NA,NA,NA,§ 34a,§ 34a,§ 34a,' a r o -,8_1686036716_2,ekaka ˀaropada,ekaka 'aropada,e k a k a # ' a r o p a d a,Vater (oder Mutter) mit einem Kind,father (or mother) with one child,ayah (atau ibu) dengan satu anak,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,kinship,NA,NA,NA,NA,NA
253,8_1686036716,a,21,10,ˀaro-,'aro-,NA,zwei (vor Hilfszählwörtern),two (in front of auxiliary counting words),dua (di depan kata bantu bilangan/numeralia),ˀanõ-,'anõ-,' a n õ -,NA,NA,NA,NA,NA,NA,NA,ˀarua,NA,NA,NA,NA,§ 34a,§ 34a,§ 34a,' a r o -,8_1686036716_3,ˀaropara,'aropara,' a r o p a r a,ein Elternpaar (nicht -teil) mit einem Kind,a parent couple (not -part) with one child,pasangan orang tua (bukan orang tua tunggal) dengan satu anak,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,"132z5 , 145z25f 'jedoch:'","132z5 , 145z25f","132z5 , 145z25f",kinship,NA,NA,NA,NA,NA
253,8_1686036716,a,21,10,ˀaro-,'aro-,NA,zwei (vor Hilfszählwörtern),two (in front of auxiliary counting words),dua (di depan kata bantu bilangan/numeralia),ˀanõ-,'anõ-,' a n õ -,NA,NA,NA,NA,NA,NA,NA,ˀarua,NA,NA,NA,NA,§ 34a,§ 34a,§ 34a,' a r o -,8_1686036716_4,ˀaropaha:i,'aropaha:i,' a r o p a h a:i,verschwistert,related by marriage,berkerabat atas dasar pernikahan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,132z38,132z38,132z38,kinship,NA,NA,NA,NA,NA
253,8_1686036716,a,21,10,ˀaro-,'aro-,NA,zwei (vor Hilfszählwörtern),two (in front of auxiliary counting words),dua (di depan kata bantu bilangan/numeralia),ˀanõ-,'anõ-,' a n õ -,NA,NA,NA,NA,NA,NA,NA,ˀarua,NA,NA,NA,NA,§ 34a,§ 34a,§ 34a,' a r o -,8_1686036716_5,ˀaropaha:uda,'aropaha:uda,' a r o p a h a:u d a,Ehemann mit seiner Frau zu zweit,Husband with his wife as a couple,suami dan istrinya sebagai pasangan,ˀapaha:uda,'apaha:uda,' a p a h a:u d a,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,kinship,NA,NA,NA,NA,NA
254,17_1685255689,a,22,1,earoaˀa:o·a,earoa'a:o·a,NA,der Auslaufensort (von Booten usw),"the place of departure (of boats , etc.)","tempat keberangkatan (kapal, dll.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vgl koa 'ankern',compare koa 'anchor',bandingkan koa 'jangkar',e a r o a ' a:o · a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,17_1685255803,a,22,2,eˀarobúka,e'arobúka,NA,beweglicher Besitz einer(s) Verstorbenen,movable property of a deceased (m/f),harta bergerak dari almarhum (laki-laki/perempuan),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,edobu,NA,NA,NA,NA,NA,NA,NA,e ' a r o b ú k a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,17_1685255840,a,22,3,earóˀoa,earó'oa,NA,Aas,carrion,bangkai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e a r ó ' o a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,17_1685255960,a,22,4,eˀaroˀopa,e'aro'opa,NA,Achselhöhle,Armpit,Ketiak,eˀaropa; eˀarupa,e'aropa; e'arupa,e ' a r o p a ; # e ' a r u p a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e ' a r o ' o p a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,17_1685256241,a,22,5,arúú,arúú,NA,"ihr, euch","you (nom. pl) , you (acc/dat pl)","anda (nominatif, bentuk jamak) , Anda (akusatif/datif, bentuk jamak)",adúú; adiu; ariu,adúú; adiu; ariu,a d ú ú ; # a d i u ; # a r i u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a r ú ú,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,17_1685256693,a,22,6,ˀarua,'arua,NA,zwei,two,dua,ˀadua,'adua,' a d u a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 33,§ 33,§ 33,' a r u a,17_1685256693_0,kapaˀarua,kapa'arua,k a p a ' a r u a,verdoppeln,to double,melipatgandakan,kipaˀarua,kipa'arua,k i p a ' a r u a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,17_1685256693,a,22,6,ˀarua,'arua,NA,zwei,two,dua,ˀadua,'adua,' a d u a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 33,§ 33,§ 33,' a r u a,17_1685256693_1,kapaˀarua eaˀaha:ona,kapa'arua ea'aha:ona,k a p a ' a r u a # e a ' a h a:o n a,(das Heiraten verdoppeln =) eine zweite Frau heiraten,(to double the marriage =) to marry a second wife,(menggandakan pernikahan =) menikahi istri kedua,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,17_1685257071,a,22,7,eˀarubi,e'arubi,NA,Baumart (nach der die Sippe Kaˀarubi benannt ist,Species of tree (after which the Kaˀarubi clan is named),Spesies pohon (yang menjadi nama marga Kaˀarubi),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e ' a r u b i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,17_1685257604,a,22,8,aruhe,aruhe,NA,NA,NA,NA,aduhe,aduhe,a d u h e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a r u h e,17_1685257604_0,karuhe,karuhe,k a r u h e,sich in Zwei Reihen gegenüber aufstellen und den Oberkörper abwechselnd vor- und zurückbeugen (Tanz),stand in two rows facing each other and alternately bend the upper body forwards and backwards (dance),berdiri dalam dua baris saling berhadapan dan secara bergantian menekuk tubuh bagian atas ke depan dan ke belakang (menari),NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,17_1685257604,a,22,8,aruhe,aruhe,NA,NA,NA,NA,aduhe,aduhe,a d u h e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a r u h e,17_1685257604_1,earuhe,earuhe,e a r u h e,eine Liedart,a type of song,jenis lagu,ealuhe,ealuhe,e a l u h e,NA,NA,NA,ealuhe (DIA),NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,17_1685258908,a,22,9,earukeo,earukeo,NA,Baumart,Tree species,Spesies pohon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H88: 284 ""de stelen [der lansen] worden gemaakt van het hout der ... en aroekèlo""","H88:284 ""the handles [of the lances] are made of the wood of the ... and arukelo""","H88:284 ""gagang-gagang [tombak] terbuat dari kayu ... dan arukelo""",e a r u k e o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,17_1685259499,a,22,10,earukixo,earukixo,NA,geschälter Reis,peeled rice,nasi yang sudah dikupas,eara ukixo,eara ukixo,e a r a # u k i x o,NA,NA,NA,NA,NA,NA,NA,NA,NA,ML beras,ML beras,ML beras,NA,NA,NA,e a r u k i x o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,17_1685259558,a,22,11,Aruku,Aruku,NA,Ort an der Westküste der Insel,Place on the west coast of the island,Tempat di pantai barat pulau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A r u k u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,17_1685259906,a,22,12,eˀaruku,e'aruku,NA,"Lichtung im Wald; Grasfläche, Wiese","clearing in the forest ; grassy area , meadow","pembukaan lahan di hutan; daerah berumput, padang rumput",eˀaduku,e'aduku,e ' a d u k u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e ' a r u k u,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,17_1685262563,a,22,13,earukua,earukua,NA,"importierte Kupferplatten, mit denen die Außenseiten der engganesischen Boote bedeckt wurden",imported copper plates used to cover the outsides of Engganese boats,pelat tembaga impor yang digunakan untuk menutupi bagian luar kapal Inggris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G5 :,G5,G5,e a r u k u a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,17_1685262658,a,22,14,eˀarupa,e'arupa,NA,Achselhöhle,Armpit,Ketiak,eˀaro[ˀo]pa,e'aro['o]pa,e ' a r o [ ' o ] p a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e ' a r u p a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,17_1685262950,a,22,15,au·a,au·a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G69,G69,G69,a u · a,17_1685262950_0,ayaúa,ayaúa,a y a ú a,"wenn er schließt (aufhört , beendet)","when he closes (stops , ends)","ketika dia menutup (berhenti , berakhir)",aiyaúadaˀa,aiyaúada'a,a i y a ú a d a ' a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,17_1685262950,a,22,15,au·a,au·a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G69,G69,G69,a u · a,17_1685262950_1,ayaúdaˀa,ayaúda'a,a y a ú d a ' a,wenn er schließen will,when he wants to close,ketika dia ingin menutup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,17_1685263038,a,22,16,ˀau,'au,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' a u,17_1685263038_0,eaˀau,ea'au,e a ' a u,Messer ; Eisen,knife ; iron,pisau ; besi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,vgl epaˀãũ 'Speer',cf. epaˀãũ 'spear',lih. epaˀãũ 'tombak',NA,NA,NA,cultural item ; CHECK THIS,NA,NA
270,17_1685263219,a,22,17,ˀãũ,'ãũ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s paˀãũ,see paˀãũ,lihat paˀãũ,' ã ũ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,17_1685263303,a,22,18,eˀauaˀa,e'aua'a,NA,Baumart,Tree species,Spesies pohon,epíai,epíai,e p í a i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e ' a u a ' a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,17_1685263414,a,22,19,aˀuaˀa,a'ua'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a ' u a ' a,17_1685263414_0,abaˀuaˀa,aba'ua'a,a b a ' u a ' a,kehre umǃ (intr),turn roundǃ (intr) (sg),putar balikǃ (intransitif) (bentuk tunggal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,17_1685263444,a,22,20,auaha,auaha,NA,gehǃ,go!,pergi!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,a u a h a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
