stem_id	example_id	example_form	ex_DE	ex_EN	ex_IDN	example_variant	ex_variant_DE	ex_variant_EN	ex_variant_IDN	example_dialect_variant	example_etymological_form	example_etymological_language_donor	example_loanword_form	example_loanword_language_donor	example_source_form	example_source_form_homonymID	ex_remark_DE	ex_remark_EN	ex_remark_IDN	ex_crossref_DE	ex_crossref_EN	ex_crossref_IDN	ex_concept	ex_variant_concept	ex_remark_concept	ex_crossref_concept
11_1684821015	11_1684821015_0	ekaraha udohoao	Bootsrumpf	boat hull	lambung kapal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684821125	11_1684821125_0	pakaraha	mitten durch	right through the middle	tepat menuju tengah-tengah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684821125	11_1684821125_1	dabuhəka pakaraha	sie schnitten (ihn) mitten durch	they cut (him) through the middle	mereka memotong (dia) di tengah-tengah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684821125	11_1684821125_2	kipakaráha	etwas querlegen	put something across	menaruh sesuatu di seberang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684821125	11_1684821125_3	edipakaraha	(noun) Quergelegte	cross-laid (things) (noun)	(benda-benda) yang diletakkan bersilangan (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684821170	11_1684821170_0	epakaraha	Norden	north	utara	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684821170	11_1684821170_1	ipakaraha	im Norden	in the North	di utara	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684821241	11_1684821241_0	kikarahai	an einem Tragestock tragen	to carry on a carrying stick	membawa/memikul dengan tiang pikul/gendong	NA	NA	NA	NA	NA	NA	NA	NA	NA	karaha	2?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684822292	11_1684822292_0	kikakaríaˀa	sich umdrehen	to turn around	berbalik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684822292	11_1684822292_1	kipakakaríaˀa	etwas umdrehen	to turn something around	membalikkan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684822292	11_1684822292_2	edipakaríaˀa	(noun) Umgewendete	turned (things) (noun)	(benda) yang dibalik (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684823541	11_1684823541_0	ekarixa eˀaa upoo	(""Ohr und zwar Knochen der Kokosnuß"" =) eine Art Ring aus der Schale einer Kokosnuß	(""Ear and bones of the coconut"" =) a kind of ring made from the shell of a coconut	(""Telinga dan tulang kelapa"" =) sejenis cincin yang terbuat dari tempurung kelapa	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	MOD fig.2 auf S.76 ; H16 èkarieha oor , oorsieraad , destijds bestaande in opgerolde pisangbladeren , ringen van eene kleine soort kokosnoot of van hoorn vervaardigd	MOD figure 2 on page 76 ; H16 èkarieha 'ear , ear ornament , then consisting of coiled pisang leaves , rings made of a small type of coconut or of horn'	MOD gambar 2 di halaman 76; H16 èkarieha 'telinga, hiasan telinga, kemudian terdiri dari daun pisang yang melingkar, cincin yang terbuat dari kelapa kecil atau tanduk'	92z13 , 104z13f	92z13 , 104z13f	92z13, 104z13f	NA	NA	cultural item ; ornament ; CHECK THIS	NA
11_1684823541	11_1684823541_1	ekarixa uae	Fußknöchel	Ankle	pergelangan kaki	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684823541	11_1684823541_2	ekarixa uˀapo	Handknöchel (Handgelenk?)	knuckles (wrist?)	buku-buku jari (pergelangan tangan?)	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684823541	11_1684823541_3	ekarixa uopoˀoki	Gewehrhahn (Abzugshahn?)	Gun cock (trigger cock?)	pucuk senapan (pelatuk pemicu?)	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684823541	11_1684823541_4	ekarixa upue	collum glandis	collum glandis	collum glandis	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684823929	11_1684823929_0	ekarixai uˀapo	Fingerring	Finger ring	Cincin jari	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s IXz23-26 ; H16 èkarieha oe(w)apo armband , gew. van glaskoralen of akar bahar ; MOD:219 coriáha uápo cerchietti di corallo nero che si portano al braccio	see IXz23-26 ; H16 èkarieha oe(w)apo 'bracelet , made (?) of glass corals or akar bahar' ; MOD:219 coriáha uápo 'black coral headbands worn on the arm'	lihat IXz23-26 ; H16 èkarieha oe(w)apo 'gelang, terbuat (?) dari karang kaca atau akar bahar' ; MOD:219 coriáha uápo 'ikat kepala dari karang hitam yang dipakai di lengan'	NA	NA	NA	cultural object ; CHECK THIS
11_1684824278	11_1684824278_0	eaˀakarinõnõ	Spuk	haunt/spook (noun)	yang menghantui (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111z24 ; s kanĩnõnõ	111z24 ; see kanĩnõnõ	111z24 ; lihat kanĩnõnõ	NA	NA	NA	NA
11_1684824934	11_1684824934_0	kipakakarodi	einen Kreis bilden	to form a circle	membentuk lingkaran	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684824934	11_1684824934_1	kikarodixi	sich im Kreis setzen um etwas/jmd , einen Kreis bilden um etwas/jmd	sit in a circle around something/someone , form a circle around something/someone	duduk melingkar mengelilingi sesuatu/seseorang , membentuk lingkaran mengelilingi sesuatu/seseorang	kikadodixi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684824934	11_1684824934_2	kipakarodíaˀa	etwas aufwickeln zu einer Rolle	to roll something up into a roll	menggulung sesuatu menjadi gulungan	kipahakarodi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684824934	11_1684824934_3	epahakarodíaˀa	Liedart , Tanzart mit Gesang	Type of song , type of dance with singing	Jenis lagu , jenis tarian dengan nyanyian	epahakalodíaˀa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684825152	11_1684825152_0	ekaroha:iya	Schatten	Shadow	Bayangan	ekoroha:iya	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684825152	11_1684825152_1	kaˀakaroha:iya	schattig , beschattet	shady , shaded	teduh , teduh	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684825152	11_1684825152_2	kikarohahíaˀa	etwas in den Schatten legen	to put something in the shade	meletakkan sesuatu di tempat teduh	kikaroha:iyaˀa ; kadaroha:iyaˀa	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684825821	11_1684825821_0	kikaroˀo:ixi	etwas ausbreiten	to spread something out	menyebarkan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684825821	11_1684825821_1	dabukaroˀo:ixi itopo	sie breiten (sie) auf der Erde aus	they spread (them) on the earth	mereka menyebarkannya di muka bumi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684826820	11_1684826820_0	bukarúˀa	ein (zB Fische) im Netz Heraushebender	a person lifting (e.g. fish) in a net (noun)	orang yang mengangkat (misalnya ikan) dalam jaring (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684832677	11_1684832677_0	kipakipaháˀa	mit der flachen Hand gegen etwas schlagen , gegen etwas stoßen	to hit something with the palm of your hand , to bump against something	memukul sesuatu dengan telapak tangan , menabrak sesuatu	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	Oǃ	Oǃ	Oǃ	NA	NA	NA	NA	NA	NA	NA
11_1684832677	11_1684832677_1	edipakipahaˀa	(noun) so Geschlagene , Gestoßene	(people/things) so beaten , hit (noun)	(orang/benda) jadi dipukuli , memukul (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684832820	11_1684832820_0	ki kipã́hã:ĩ	Geschwister mit ihren Ehefrauen und Kindern	Siblings with their wives and children	Saudara kandung dengan istri dan anak-anak mereka	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684833312	11_1684833312_0	kakĩpãkĩpã	bunt	colorful	penuh warna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684833595	11_1684833595_0	ekipəda eˀəmãkã	dgl (im Meer)	and the like (in the sea)	dan sejenisnya (di laut)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684833595	11_1684833595_1	ekipəda eˀũmãõ	dgl	and the like	dan sejenisnya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684833595	11_1684833595_2	ekipəda enãpĩnãpĩ	dgl	and the like	dan sejenisnya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684833595	11_1684833595_3	ekipəda kapiˀopiˀo	gefleckter Rochen	spotted ray	sinar berbintik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684833595	11_1684833595_4	ekipəda udoˀodao	Rochen	ray(s)	sinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ML pari pasir	ML pari pasir	ML pari pasir	NA	NA	NA	NA	NA	NA	NA
11_1684833595	11_1684833595_5	ekipəda ekaˀakəada	Rochen	ray(s)	sinar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ML pari dahun	ML pari dahun	ML pari dahun	NA	NA	NA	NA	NA	NA	NA
11_1684833758	11_1684833758_0	ekípokipõ	wildes Zuckerrohr	wild cane	tebu liar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEC 3o12 kipo-kipo. kifo-kifo 'Saccharum spontaneum L'	DEC 3o12 kipo-kipo. kifo-kifo 'Spontaneous sugar L'	DEC 3o12 kipo-kipo. kifo-kifo 'Gula spontan L'	NA	NA	NA	NA
11_1684834010	11_1684834010_0	eikipói	(Schützensmittel =) großer Schild , fünf Ellen hoch	(Protective means =) large shield , five cubits high	(Alat pelindung =) perisai besar , setinggi lima hasta	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	MOD fig.46 auf S.241 und tav.XXI auf S.239	MOD figure 46 on page 241 and table XXI on page 239	MOD gambar 46 pada halaman 241 dan tabel XXI pada halaman 239	NA	NA	NA	NA
11_1684834010	11_1684834010_1	ˀua kikipoi ˀua	ich schütze mich	I protect myself	Aku melindungi diriku sendiri	ˀua kipõpõhõ:ĩ	NA	NA	NA	ˀua kipõpõhõ:ĩ (arch)	NA	""""	NA	""""	NA	NA	arch	archaic	kuno	NA	NA	NA	NA	NA	NA	NA
11_1684834106	11_1684834106_0	kakubita	in Empfang nehmen	to receive	menerima	NA	NA	NA	NA	NA	NA	NA	NA	NA	kabukita	NA	NA	NA	NA	89z14	89z14	89z14	NA	NA	NA	NA
11_1684834106	11_1684834106_1	ekitabo	Gast	Guest	tamu	NA	NA	NA	NA	NA	NA	NA	NA	NA	kabo	NA	vgl	cf.	lih.	NA	NA	NA	NA	NA	NA	NA
11_1684834366	11_1684834366_0	kipakita	(ver)mengen , verkehren mit ; tauschen	(mix) up , deal with ; to exchange	(mencampur) , berurusan dengan ; menukar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684834366	11_1684834366_1	hoo pakita	vermischte bereits	mixed already	sudah bercampur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684834366	11_1684834366_2	ˀua pakita hii ekaka eˀana	ich verkehre mit jenem Menschen	I am dealing with that person	Saya berurusan dengan orang itu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684834366	11_1684834366_3	edipakitaháˀa	das , womit vermengt wird	that which is mixed with	yang dicampur dengan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684834366	11_1684834366_4	edipakitaháˀa ukaka edobu	das Vermengte (= Getauschte) der Leute sind Waren	what people mix (= exchange) are goods	apa yang dicampur (= ditukar) orang adalah barang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684834438	11_1684834438_0	kipakita	(Zähne) klappern	(teeth) chatter	(gigi) obrolan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684912878	11_1684912878_0	kakitaˀa	etwas erinnern , sich erinnern	to remember something , remember	mengingat sesuatu , ingat	kabakitaˀa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
11_1684912878	11_1684912878_1	hoo bakitaˀa	sich erinnert haben	have remembered	telah ingat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
11_1684912878	11_1684912878_2	ˀuabakitaˀa	ich erinnere etwas	I remember something	Aku ingat sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
11_1684912878	11_1684912878_3	kakikitaˀa	genau erinnern	remember exactly	ingat persis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
11_1684912878	11_1684912878_4	kidakitaˀa	erinnert weden	to be reminded	diingatkan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
11_1684912878	11_1684912878_5	edakitaˀa	das Erinnerte	the remembered	yang diingat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
11_1684912878	11_1684912878_6	edakikitaˀa	das , woran man sich zu erinnern pflegt	what one tends to remember	apa yang cenderung diingat seseorang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
11_1684915165	11_1684915165_0	kikitaha	stecken	to put	menempatkan , meletakkan	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	intr	intransitive	intransitif	NA	NA	NA	caused motion	NA	NA	NA
11_1684915165	11_1684915165_1	kikitahaˀa	mit etwas stecẖen , in etwas stechen , etwas hineinstecken , pflanzen	to stab with something , to pierce into something , to put something in , to plant	menusuk dengan sesuatu , menusuk sesuatu , memasukkan sesuatu ke dalam , menanam	kabaditahaˀa ; kabaritahaˀa	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
11_1684915165	11_1684915165_2	hoo bukitahaˀa	steckte bereits hinein	was already stuck in	sudah terjebak dalam	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684915165	11_1684915165_3	kabukitahaˀa	er stach damit	he stabbed with it	dia menusuk dengan itu	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	breaking	NA	NA	NA
11_1684915165	11_1684915165_4	kidikitahaˀa	wird gestochen mit etwas	gets stung with something	disengat sesuatu	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684915165	11_1684915165_5	eakitaha	Stelle , in die man sticht	Place where you stab	Tempat di mana Anda menusuk	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684915165	11_1684915165_6	ehakitaha	Rodeland	cleared land , clearing	lahan yang dibersihkan	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684915165	11_1684915165_7	eikitahaˀa	Stechinstrument	piercing instrument	instrumen penindik	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	breaking	NA	NA	NA
11_1684915165	11_1684915165_8	ekitahaˀa upanãnãũ	(""Stecher des Papiers"" =) , Bleistift , Federhalter	(""engraver of paper"" =) , pencil , pen holder	(""pengukir kertas"" =) , pensil , tempat pena	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684915165	11_1684915165_9	ekitahaha uae	Fußabdrücke im Boden	Footprints in the ground	Jejak kaki di tanah	NA	NA	NA	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684915436	11_1684915436_0	kaˀakitahayo	hellgelb	light yellow	kuning muda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	colour	NA	NA	NA
11_1684915681	11_1684915681_0	ekitai uˀinãhãpĩ	Zuneigung	affection	kasih sayang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	emotion	NA	NA	NA
11_1684987509	11_1684987509_0	kéabaˀa yaˀapaha:uka	es dauert nicht lange	it does not take long	tidak butuh waktu lama	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	vgl kaˀakũkã 'dauerhaft'	cf. kaˀakũkã 'permanent'	bdk. kaˀakũkã 'permanen'	temporal	NA	NA	NA
11_1684988020	11_1684988020_0	hoo pamãhã:ũmã	es dämmert bereits	it is already dawning	sudah fajar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	time	NA	NA	NA
11_1684988020	11_1684988020_1	kapahã:ũmãnã	es wird Morgen	it will be morning (it is dawning)	hari akan menjadi pagi (fajar menyingsing)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	time	NA	NA	NA
11_1684988020	11_1684988020_2	pahã:ũhũmãnã	früh morgens	early in the morning	pagi-pagi sekali	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	time	NA	NA	NA
11_1684988020	11_1684988020_3	eamãhã:ũmã	Abenddämmerung	Dusk	senja	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	time	NA	NA	NA
11_1684988372	11_1684988372_0	pahũmãnã-hũmãnã	früh morgens	early in the morning	pagi-pagi sekali	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	time	NA	NA	NA
11_1684988372	11_1684988372_1	pahũmãnã éiˀie	diesen = heute Morgen	this = this morning	ini = pagi ini	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§ 29b	§ 29b	§ 29b	time	NA	NA	NA
11_1684988451	11_1684988451_0	kapãĩ	sauer	sour	asam	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	taste	NA	NA	NA
11_1684988803	11_1684988803_0	kipa:ixo	sich an/gegen etwas lehnen	to lean on/against something	bersandar pada/terhadap sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	posture	NA	NA	NA
11_1684989437	11_1684989437_0	kipá:iˀio	NA	NA	NA	kabupá:iˀio	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684989437	11_1684989437_1	kahabá:iˀio	speeren , (den Speer) werfen	to spear , to throw (the spear).	menombak , melempar (tombak).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
11_1684989437	11_1684989437_2	kapá:iˀio	(Speer) werfen	to throw (spear)	melempar (tombak)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130z18	130z18	130z18	caused motion	NA	NA	NA
11_1684989437	11_1684989437_3	kipapá:iˀio	werfen	to throw	melempar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	caused motion	NA	NA	NA
11_1684989437	11_1684989437_4	hoo pá:iˀio	speerte bereits	speared already	sudah ditombak	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684989437	11_1684989437_5	eapá:iˀio	Speer	Spear	tombak	ekaˀaiˀio	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684989437	11_1684989437_6	edipá:iˀio	Gespeertes	(thing) speared (noun)	(benda) yang ditombak (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684989437	11_1684989437_7	eahabá:iˀiəa	Speerensort	place of spearing	tempat menombak	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684989842	11_1684989842_0	eapaˀioˀó:iya	Sippenangehörige der Frau	relative of the woman	kerabat dari wanita tersebut	eˀapaˀá:iˀio[nã]?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684989907	11_1684989907_0	eˀa:iyo epaiyã́	Fischart	fish species	spesies ikan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684990550	11_1684990550_0	kipaka	schimmeln , verschimmelt	to go mouldy , mouldy	menjadi berjamur , berjamur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H16 kiepaka 'bleek van gelaatskleur' ; s ekerehapaka ukuo	H16 kiepaka 'pale in complexion' ; see ekerehapaka ukuo	H16 kiepaka 'kulitnya pucat' ; lihat ekerehapaka ukuo	NA	NA	NA	NA
11_1684990550	11_1684990550_1	hoo (bu)paka	bereits verschimmelt	already mouldy	sudah berjamur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684990550	11_1684990550_2	kipakadi	etwas verschimmeln lassen	to let something go mouldy	membiarkan sesuatu menjadi berjamur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684990550	11_1684990550_3	edipakadi	das , was man verschimmeln läßt	that which is allowed to go mouldy	apa yang dibiarkan berjamur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684996533	11_1684996533_0	kipakaˀã́:ṹãˀã	wissen , kennen , etwas verstehen	to know , to know , to understand something	mengetahui , mengetahui , memahami sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684996533	11_1684996533_1	edipakaˀã:ũãˀã	das Gewußte	the known	yang diketahui	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684996533	11_1684996533_2	kamãkãˀã́:ṹãˀã	klug , gescheit , wissend	wise , clever , knowing	bijaksana , pandai , mengetahui	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684996533	11_1684996533_3	eamãkãˀã́:ṹãˀã	Wissen	knowledge	pengetahuan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684996533	11_1684996533_4	eamãkãˀã:ũãˀã:ə̃nã	ihr Wissen	their/her knowledge	pengetahuan mereka	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112z29	112z29	112z29	NA	NA	NA	NA
11_1684996869	11_1684996869_0	kipakahadee	töten , löschen (Feuer)	kill , extinguish (fire)	membunuh , memadamkan (api)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684996869	11_1684996869_1	edipakahadee	(noun) Getötete	(thing) killed (noun)	(benda) yang terbunuh (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684996869	11_1684996869_2	eapakahadee	Tötensmittel	means of killing	sarana untuk membunuh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1684996869	11_1684996869_3	eabakahadeea	Tötensort	Kill site	tempat pembunuhan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1685070458	11_1685070458_0	ipakaraha	im Norden	in the north	di utara	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1685070924	11_1685070924_0	kipapãkõ ; kipãpãkõ	(Gliedmaßen) einschlafen	to fall asleep (limbs)	tertidur (anggota badan)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11_1685070924	11_1685070924_1	eapapãkõ	das Eingeschlafensein	the having falled asleep (noun)	yang tertidur (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
