ID,stem_id,kms_Alphabet,kms_page,kms_entry_no,stem_form,stem_form_comm_untokenised,stem_homonymID,stem_DE,stem_EN,stem_IDN,stem_formVarian,stem_formVarian_untokenised,stem_formVarian_tokenised,stem_variant_DE,stem_variant_EN,stem_variant_IDN,stem_dialectVariant,stem_etymological_form,stem_etym_form_German,stem_etymological_language_donor,stem_loanword_form,stem_loanword_language_donor,stem_source_form,stem_source_form_homonymID,stem_remark_DE,stem_remark_EN,stem_remark_IDN,stem_crossref_DE,stem_crossref_EN,stem_crossref_IDN,stem_form_comm_tokenised
407,17_1685455223,d,33,7,-daˀa,-da'a,NA,Hervorhebungssuffix am vorangestellten Prädikat,Emphasis suffix on the preceding predicate,Akhiran/sufiks yang memberi penekanan pada predikat sebelumnya,-raˀa; -nãˀã; -taˀa,-ra'a; -nã'ã; -ta'a,- r a ' a ; # - n ã ' ã ; # - t a ' a,NA,NA,NA,-taˀa (DIA),NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"§§ 1, 11c, 13","§§ 1 , 11c , 13","§§ 1 , 11c , 13",- d a ' a
408,17_1685455575,d,33,8,daˀa,da'a,NA,NA,NA,NA,kidaˀa; kinãˀã; kidaˀa:o; kitaˀa:o,kida'a; kinã'ã; kida'a:o; kita'a:o,k i d a ' a ; # k i n ã ' ã ; # k i d a ' a:o ; # k i t a ' a:o,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a ' a
409,17_1685456406,d,33,9,edaˀa-,eda'a-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a ' a -
410,17_1685456550,d,33,10,daˀa:o,da'a:o,NA,NA,NA,NA,taˀa:o; taˀa,ta'a:o; ta'a,t a ' a:o ; # t a ' a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a ' a:o
411,17_1685456669,d,33,11,edaba,edaba,NA,"die Rechte, rechte Hand, rechts","the right (hand) , right hand , right","(tangan) kanan, tangan kanan, kanan",earaba,earaba,e a r a b a,NA,NA,NA,NA,wanan; Sim enawan,NA,10,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a b a
412,17_1685456735,d,33,12,dabahá:eba,dabahá:eba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,baha:eba,NA,NA,NA,NA,NA,NA,NA,d a b a h á:e b a
413,17_1685456891,d,33,13,edabedói,edabedói,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a b e d ó i
414,17_1685281541,d,34,1,dabəˀa,dabu̇'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a b u̇ ' a
415,17_1685281800,d,34,2,dabia,dabia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a b i a
416,17_1685281910,d,34,3,dabika,dabika,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a b i k a
417,17_1685282080,d,34,4,edabúˀi ukoyo,edabú'i ukoyo,NA,"Stirnband, das aus Schweinehaaren geflochten wurde",Headband that was braided out of pig hairs,Ikat kepala yang dikepang dari bulu babi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,G59,G59,G59,e d a b ú ' i # u k o y o
418,17_1685282243,d,34,5,dabuki,dabuki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a b u k i
419,17_1685282355,d,34,6,dabuodo-dabuodo,dabuodo-dabuodo,NA,"allmählich, lange","gradually , long","secara bertahap, panjang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,buodo,NA,NA,NA,NA,NA,NA,NA,d a b u o d o - d a b u o d o
420,17_1685282414,d,34,7,edadaduˀa,edadadu'a,NA,Witwer,widower,duda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,dadu,NA,NA,NA,NA,NA,NA,NA,e d a d a d u ' a
421,17_1685282488,d,34,8,Dadaˀə́aˀa,Dada'u̇́a'a,NA,Name einer Fahrtrinne im Meer,name of a channel/fairway in the sea,nama saluran/jalur di laut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,D a d a ' u̇ ́ a ' a
422,17_1685282665,d,34,10,edadahə́aha:i,edadahu̇́aha:i,NA,die Verlobte,the fiancee (f),tunangan (fem./perempuan),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,dahə́a = rahə́a,NA,NA,NA,NA,NA,NA,NA,e d a d a h u̇ ́ a h a:i
423,17_1685282776,d,34,11,dadaxi,dadaxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a d a x i
424,17_1685282971,d,34,12,edadahoa,edadahoa,NA,Neffe,Nephew,Keponakan,edadahaoa,edadahaoa,e d a d a h a o a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a d a h o a
425,17_1685284213,d,34,13,dadaˀi,dada'i,NA,NA,NA,NA,dada:iˀi,dada:i'i,d a d a:i ' i,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a d a ' i
426,17_1685284274,d,34,14,dada:iˀi,dada:i'i,NA,NA,NA,NA,dadaˀi,dada'i,d a d a ' i,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a d a:i ' i
427,17_1685284548,d,34,15,dadakui,dadakui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a d a k u i
428,17_1685284962,d,35,1,dadaˀuˀo,dada'u'o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,dauˀuo,NA,NA,NA,NA,NA,NA,NA,d a d a ' u ' o
429,17_1685285130,d,35,2,dadeˀei,dade'ei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a d e ' e i
430,17_1685285274,d,35,3,dadəaha,dadu̇aha,NA,"geschiedener Mann, geschiedene Frau","divorced man , divorced woman","pria yang bercerai , wanita yang bercerai",dadóaha,dadóaha,d a d ó a h a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,dadu,NA,NA,NA,NA,NA,NA,NA,d a d u̇ a h a
431,17_1685285678,d,35,4,edadi,edadi,NA,Kamm (Bananen; Hilfszählwort für Bananen,comb (bananas ; auxiliary count word for bananas),sisir (pisang; kata bantu bilangan/numeralia untuk pisang),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,vgl ML jari 'Finger' ; § 34b ; epẽã 'dgl',compare ML jari 'Finger' ; § 34b ; epẽã and the like,bandingkan ML jari 'Jari' ; § 34b ; epẽã dan sejenisnya,e d a d i
432,17_1685336542,d,35,4,edadia epũpũ,edadia epũpũ,NA,Tontopf,Clay pot,Pot tanah liat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,vgl ML jari 'Finger',compare ML jari 'Finger',bandingkan ML jari 'Jari',e d a d i a # e p ũ p ũ
433,17_1685337124,d,35,6,dado,dado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a d o
434,17_1685337203,d,35,7,edadoo,edadoo,NA,Pfeffer,pepper,lada,NA,NA,NA,NA,NA,NA,NA,lado (MKB); lada (ML),NA,5,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a d o o
435,17_1685337310,d,35,8,dadóaha,dadóaha,NA,"Geschiedene(r), die (der) nicht wieder heiratet",divorcee (m/f) who does not remarry,janda (laki-laki/perempuan) yang tidak menikah lagi,dadəaha,dadu̇aha,d a d u̇ a h a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,dadu,NA,NA,NA,NA,NA,NA,NA,d a d ó a h a
436,17_1685337554,d,35,9,dadoi,dadoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a d o i
437,17_1685338331,d,35,10,dadu,dadu,NA,"Ehemann, Gatte","Husband , husband","Suami, suami",raru,raru,r a r u,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,§ 10b: nicht edadu,§ 10b: not edadu,§ 10b: bukan edadu,d a d u
438,12_1685503109,d,36,1,edaəkeda,edau̇keda,NA,"Trauerkleidung. Das war bei den Männern eine Art Überwurf (Cape) aus gerafften und wider langgezogenen Bananenblättern, bei Frauen ein Lendenschurz aus in Streifen geschnittenen Bananenblättern","mourning clothes. For the men it was a kind of cape made of ruffled and re-stretched banana leaves , for the women a loincloth made of banana leaves cut into strips","pakaian berkabung, untuk laki-laki semacam jubah yang terbuat dari daun pisang yang diacak-acak dan diregangkan kembali, untuk perempuan cawat yang terbuat dari daun pisang yang dipotong-potong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"84z15, 96z9f, 104 anm.7: ; MOD fig. 30 und tav.18","84z15 , 96z9f , 104 note 7: ; MOD fig.30 and table 18","84z15, 96z9f, 104 catatan 7:; MOD Gambar 30 dan Tabel 18",e d a u̇ k e d a
439,12_1685503178,d,36,2,-daha,-daha,1,Hervorhebungssuffix,emphasis suffix,akhiran/sufiks yang memberi penekanan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s -da ; -daˀa,s -da ; -daˀa,s -da ; -daˀa,- d a h a
440,12_1685503233,d,36,3,edaha,edaha,2,NA,NA,NA,edahao,edahao,e d a h a o,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a h a
441,12_1685503292,d,36,4,daha,daha,3,NA,NA,NA,taha,taha,t a h a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a h a
442,12_1685503350,d,36,5,edahaboa,edahaboa,NA,Bimsstein,pumice,batu apung,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a h a b o a
443,12_1685503612,d,36,6,edahá:íyo,edahá:íyo,NA,Leguan,iguana,iguana,edahayo,edahayo,e d a h a y o,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,G17:,NA,NA,e d a h á:í y o
444,12_1685504886,d,36,7,edahao,edahao,NA,"Nichte, Neffe, Enkelkind; Vollwaise, die von der Tante (Mutterschwester) aufgezogen wird; Schwiegertochter;Anrede an eine verheiratete Schwester","niece , nephew , grandchild ; Orphan raised by aunt (mothersister) ; Daughter-in-law ; address to a married sister","keponakan perempuan, keponakan laki-laki, cucu; Anak yatim piatu yang dibesarkan oleh bibi (saudara perempuan dari ibu); Menantu perempuan; alamat untuk saudara perempuan yang sudah menikah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ahao; kahao,NA,NA,NA,NA,NA,NA,NA,e d a h a o
445,12_1685504917,d,36,8,edáha:u,edáha:u,NA,Baumart,Tree species,Spesies pohon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,67z8,NA,NA,e d á h a:u
446,12_1685504950,d,36,9,edahá:úhu,edahá:úhu,NA,Donner,thunder,guntur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a h á:ú h u
447,12_1685505001,d,36,10,edahayo,edahayo,NA,Leguan,iguana,iguana,edaha:iyo,edaha:iyo,e d a h a:i y o,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a h a y o
448,12_1685505061,d,36,11,edahebua,edahebua,NA,Ehefrau,Wife,Istri,edahibua,edahibua,e d a h i b u a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a h e b u a
449,12_1685505102,d,36,12,edaheˀə́həa,edahe'u̇́hu̇a,NA,Bananenart,type of banana,jenis pisang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a h e ' u̇ ́ h u̇ a
450,12_1685505294,d,36,13,dahəa,dahu̇a,NA,NA,NA,NA,rahəa,rahu̇a,r a h u̇ a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s dəahi,see dəahi,lihat dəahi,d a h u̇ a
451,12_1685921399,d,37,1,dahə́ai,dahu̇́ai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a h u̇ ́ a i
452,12_1685921465,d,37,2,edahibua,edahibua,NA,Ehefrau,Wife,Istri,edahebua,edahebua,e d a h e b u a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a h i b u a
453,12_1685921576,d,37,3,-dai,-dai,NA,unser (ex),Our (excl.),Kami (ekslusif),-nãĩ,-nãĩ,- n ã ĩ,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"Possessivsuffix, §11","possessive suffix , § 11","akhiran menyatakan kepemilikan , § 11",- d a i
454,12_1685921642,d,37,4,dai,dai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s paday·aˀa,see paday·aˀa,lihat paday·aˀa,d a i
455,12_1685921686,d,37,5,daˀi,da'i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s dadaˀi,see dadaˀi,lihat dadaˀi,d a ' i
456,12_1685921822,d,37,6,edaˀibía,eda'ibía,NA,Feind,enemy,musuh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"s ˀibi, bibi","see ˀibi , bibi","lihat ˀibi , bibi",e d a ' i b í a
457,12_1685921995,d,37,7,dáixi,dáixi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d á i x i
458,12_1685922100,d,37,8,daˀiˀika,da'i'ika,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s daˀika ; ˀiˀika = ˀiˀike,see daˀika ; ˀiˀika = ˀiˀike,lihat daˀika ; ˀiˀika = ˀiˀike,d a ' i ' i k a
459,12_1685922212,d,37,9,daˀika,da'ika,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a ' i k a
460,12_1685922367,d,37,10,edakáixa,edakáixa,NA,"Abort, Grube (bestand früher aus einem ausgehöhlten Baumstamm, der von den ""Bienenkorbhäusern"" zur Erde führte)","privy , pit (formerly consisted of a hollowed-out tree trunk leading from the ""beehive houses"" to the ground)","jamban , lubang (sebelumnya terdiri dari batang pohon yang dilubangi yang mengarah dari ""rumah sarang lebah"" ke tanah)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ekai ?,NA,NA,NA,NA,NA,NA,NA,e d a k á i x a
461,12_1685922513,d,37,11,dakixóho,dakixóho,NA,"mittags, am helllichten Tag","At noon , in broad daylight","Pada siang hari, di siang bolong",kə̃nə̃hə̃́ãˀã,ku̇̃nu̇̃hu̇̃́ã'ã,k u̇ ̃ n u̇ ̃ h u̇ ̃ ́ ã ' ã,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ki[x]oho 'hell',NA,NA,NA,NA,§ 29b,NA,NA,d a k i x ó h o
462,12_1685922609,d,37,12,dako[dako],dako[dako],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a k o [ d a k o ]
463,12_1685922772,d,37,13,Dakóaha,Dakóaha,NA,Name eines Ortes auf der Insel,Name of a place on the island,Nama tempat di pulau Enggano,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,D a k ó a h a
464,12_1685923157,d,37,14,edakóaha,edakóaha,NA,Westen; Regenzeit,West ; Rainy season,Barat; Musim hujan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"XIIz24ff: Die Engganesen kannten angeblich nur den Westen (edakóaha), wobei... 'Westen' gleichbedeutend mit ""Regen- und Monsunzeit"" war. Vgl H16 èdakohaq 'hevige storm'","XIIz24ff: The Engganese supposedly only knew the West (edakóaha) , whereby... 'West' was synonymous with ""rainy- and monsoon-season"". Cf. H16 èdakohaq 'fierce storm'","XIIz24 dst: Masyarakat Enggano diduga hanya mengenal konsep Barat (edakóaha), di mana... 'Barat' identik dengan 'musim hujan dan musim angin'. Bdk H16 èdakohaq 'badai dahsyat'",e d a k ó a h a
465,12_1685926489,d,38,1,dakoˀaixa,dako'aixa,NA,"nachts, heute Nacht","At night , tonight","Pada malam hari, malam ini",lakoˀaixa ; ikoˀoixahadia eiˀie,lako'aixa ; iko'oixahadia ei'ie,l a k o ' a i x a # ; # i k o ' o i x a h a d i a # e i ' i e,NA,NA,NA,lakoˀaixa (DIA),NA,NA,NA,NULL,NULL,koˀaixa,NA,NA,NA,NA,§ 29b,NA,NA,d a k o ' a i x a
466,12_1685926535,d,38,2,edakueda,edakueda,NA,Trauerkleidung,mourning clothes,pakaian berkabung,edaəkeda,edau̇keda,e d a u̇ k e d a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a k u e d a
467,12_1685926627,d,38,3,daˀo sich aufstützen,da'o sich aufstützen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a ' o # s i c h # a u f s t ü t z e n
468,12_1685927073,d,38,4,dapaˀa:i,dapa'a:i,NA,versammeln; beschließen,gather ; decide on,mengumpulkan; memutuskan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,G36 ; s kipa·rapi,G36 ; see kipa·rapi,G36 ; lihat kipa·rapi,d a p a ' a:i
469,12_1685927754,d,38,5,edapaˀá:íˀĩã,edapa'á:í'ĩã,NA,verstorbener Sippenverbandsangehöriger,deceased member of the clan association,anggota asosiasi marga yang telah meninggal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,88z289: edaˀapaˀa:iĩã ; s eˀapaˀa:iˀio[ñã],88z289: edaˀapaˀa:iĩã ; see eˀapaˀa:iˀio[ñã],88z289: edaˀapaˀa:iĩã ; lihat eˀapaˀa:iˀio[ñã],e d a p a ' á:í ' ĩ ã
470,12_1685927914,d,38,6,dapabahá:éba,dapabahá:eba,NA,in der Abenddämmerung (17-18 Uhr),At dusk (5 p.m. to 6 p.m.),Saat senja (antara pukul 17.00-18.00),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,baha:eba,NA,NA,NA,NA,NA,NA,NA,d a p a b a h á:e b a
471,12_1685927950,d,38,7,dapa:iˀi,dapa:i'i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s dapaˀa:i,see dapaˀa:i,lihat dapaˀa:i,d a p a:i ' i
472,12_1685928007,d,38,8,dape,dape,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a p e
473,12_1685928124,d,38,9,dapi,dapi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a p i
474,12_1685928171,d,38,10,edapiˀi,edapi'i,NA,geflochtene Matte,braided mat,tikar yang dianyam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a p i ' i
475,12_1685931185,d,38,11,dapu,dapu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a p u
476,12_1685931343,d,38,13,edarahaoa,edarahaoa,NA,NA,NA,NA,edadahaoa; edarahoa,edadahaoa; edarahoa,e d a d a h a o a ; # e d a r a h o a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a r a h a o a
477,12_1685931439,d,38,14,edarahoa,edarahoa,NA,"verstorbener Neffe, Nichte","Deceased nephew , niece","Keponakan yang sudah meninggal, keponakan perempuan",edarahaoa,edarahaoa,e d a r a h a o a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a r a h o a
478,12_1685931510,d,38,15,daráu,daráu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a r á u
479,12_1685931856,d,39,1,edaría:u,edaría:u,NA,"Pflanze, deren Stengel früher zu Bändern zum Halten der Frauenschurze geflochten wurden",Plant whose stems were formerly braided into ribbons to hold women's aprons,Tanaman yang batangnya pernah dikepang menjadi pita untuk menahan celemek wanita,eidaria:u,eidaria:u,e i d a r i a:u,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"IXz12ff: Frauen trugen [angeblich] Blätterschurze, die durch geflochtene Bänder aus edaria:u-Gras gehalten wurden. vgl MOD fig.13-16 Abb von Frauenschurzen",IXz12ff: Women [allegedly] wore leaf aprons held by braided bands of edaria:u grass. cf. MOD fig.13-16 Fig.of women's aprons,IXz12ff: Para perempuan Enggano [diduga] mengenakan celemek daun yang dirajut dan diikat oleh jalinan rumput edaria:u. Lih MOD Gambar 13-16 Gambar celemek perempuan,e d a r í a:u
480,12_1685931946,d,39,2,dau,dau,1,Klafter,Fathom,Fathom,rau; lau,rau; lau,r a u ; # l a u,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a u
481,12_1685932057,d,39,3,dau,dau,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a u
482,12_1685932362,d,39,4,dá:úˀuo,dá:ú'uo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d á:ú ' u o
483,12_1685932585,d,39,5,daya,daya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a y a
484,12_1685932655,d,39,6,edayada,edayada,NA,Segel,sail,berlayar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d a y a d a
485,12_1685932723,d,39,7,dayoo,dayoo,NA,Haupt einer Batak-Marga,Head of a Batak-Marga,Kepala Suku Batak-Marga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d a y o o
486,12_1685932804,d,39,8,dee,dee,NA,wie,How,Bagaimana,doo; nõõ,doo; nõõ,d o o ; # n õ õ,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"beim Vgl ; 106,16: kidee","as comparison ; 106 ,16: kidee","sebagai perbandingan; 106, 16: kidee",d e e
487,12_1685932877,d,39,9,edea,edea,1,Nasenschleim,Nasal mucus,Lendir hidung,enẽã,enẽã,e n ẽ ã,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,vgl kalealea 'breiig',compare kalealea 'pulpy',bandingkan kalealea 'lembek',e d e a
488,12_1685932935,d,39,10,edea,edea,2,Hüsteln,Cough,Batuk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d e a
489,12_1685932974,d,39,11,edeˀa,ede'a,NA,Kleine Eidechsenart,Small lizard species,Spesies kadal kecil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e d e ' a
490,12_1685933085,d,39,12,déaˀa,dea'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d e a ' a
491,12_1685933179,d,39,13,edeabo,edeabo,NA,Feind,Enemy,Musuh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,H16 èdèabo 'persoonlijke vijand',H16 èdèabo 'personal enemy',H16 èdèabo 'musuh pribadi',e d e a b o
492,12_1685933261,d,39,14,debe,debe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(DIA) = tebe,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d e b e
493,12_1685933382,d,39,15,debəˀa,debu̇'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d e b u̇ ' a
494,12_1685499937,d,40,1,deda,deda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d e d a
495,12_1685500055,d,40,2,ededaa,ededaa,NA,Fenster,Window,Jendela,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ᵒededaa < BAR loda?,ᵒededaa < BAR loda?,ᵒededaa < BAR loda?,NA,NA,NA,e d e d a a
496,12_1685500258,d,40,3,dede,dede,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,d e d e
497,12_1685500362,d,40,4,ededeáki,ededeáki,NA,tockene Blätter,dry leaves,daun kering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,G29: trockene Bambusblätter ; vgl ekapedeaki 'trockenes Blatt',G29: dry bamboo leaves ; compare ekapedeaki 'dry leaf',G29: daun bambu kering; bandingkan dengan ekapedeaki 'daun kering',e d e d e á k i
